"","logFC","logCPM","F","PValue","FDR"
"91682_at",-0.434268596481833,4.5326888030766,3.57953261442487,0.0643214922667499,0.17786991960536
"213990_s_at",-0.628990213569186,3.35134518226811,3.57779062847797,0.0643842124184182,0.178021268807496
"209899_s_at",0.334631261282992,6.18304431896959,3.57736103984085,0.0643996900851111,0.178041971980959
"219460_s_at",1.2130590065409,3.9816951870915,3.57671766267788,0.0644228780043833,0.178083983447671
"210033_s_at",-0.648522906381166,3.31985889082717,3.57616845964485,0.0644426790668358,0.178116623374634
"202611_s_at",0.734786534953559,4.5743243891047,3.57541189247986,0.0644699674388344,0.178169947220581
"221944_at",0.793095043054878,2.05833130514689,3.5729051025238,0.0645604749134018,0.178397949218171
"214629_x_at",0.686032354036239,8.18025275328373,3.57236367121678,0.0645800416060824,0.178422217178876
"204817_at",-0.594843111487605,3.98801176808166,3.57207672111599,0.0645904142917759,0.178422217178876
"37860_at",-0.297503363020883,5.51695752850742,3.57199749311124,0.064593278552349,0.178422217178876
"212342_at",0.56470195027333,4.26337641056234,3.56983311576725,0.0646715794748977,0.17857901683372
"217999_s_at",-0.507245699994099,3.98577888625772,3.56976125163541,0.0646741811025856,0.17857901683372
"205547_s_at",1.16547759742688,7.28187537682179,3.569643754423,0.0646784349886555,0.17857901683372
"222306_at",-0.689136904562126,3.21183128206384,3.56954251633047,0.0646821004741263,0.17857901683372
"203393_at",-0.805105663651635,1.99697471041003,3.5684847200445,0.0647204133391377,0.178658833008939
"208903_at",0.705552259630038,4.22889541976877,3.56830167488378,0.0647270456797182,0.178658833008939
"213057_at",-0.763169115237578,2.9841297948833,3.5676143255582,0.0647519573311284,0.178698338584823
"220783_at",-0.411993085726912,4.29576357849203,3.56746426743339,0.06475739730164,0.178698338584823
"207487_at",-0.821794366065771,2.13330731801306,3.56719937402878,0.0647670015567836,0.178702711204781
"204554_at",0.666111212777162,3.96085107247093,3.56645833419204,0.0647938778073584,0.178751378583708
"200050_at",0.429968637226495,6.58810116806045,3.56601147475533,0.0648100905686002,0.178751378583708
"220809_at",-1.04888113197744,2.2472231155327,3.56579768489544,0.0648178487788834,0.178751378583708
"217942_at",0.330478971935868,6.13476687921572,3.56563401410107,0.0648237889114574,0.178751378583708
"219145_at",0.691218340567167,4.41252129965896,3.56560755160923,0.0648247493755303,0.178751378583708
"212185_x_at",0.735952444896126,9.57720793666647,3.5652877853486,0.0648363566258931,0.178761263882056
"209888_s_at",-0.943176593977188,3.36919394300053,3.56498528146607,0.0648473393716178,0.178769425116635
"202178_at",1.30916226385014,3.59446549403924,3.56393156778518,0.0648856116288064,0.1788528060273
"214698_at",-0.606606119418632,3.73005071461674,3.5634989271296,0.0649013329006407,0.178874013732217
"220963_s_at",-0.505969944241881,4.22860686254295,3.56251596365272,0.0649370673569108,0.178947096363742
"212655_at",0.600577862130192,4.93071785069033,3.56220451506237,0.0649483942132502,0.178947096363742
"37020_at",-0.616155627072642,0.798500375472879,3.56210698584891,0.0649519416321836,0.178947096363742
"219770_at",-0.345777033292247,4.59193065522065,3.56131227884034,0.0649808553688773,0.178980584012063
"203281_s_at",1.20154086941788,3.38700224971006,3.56127312366868,0.0649822803132582,0.178980584012063
"220803_at",-0.947517636741287,2.25474778837303,3.56107786260514,0.0649893868140259,0.178980584012063
"212622_at",0.427963072689228,5.9736652927379,3.56079671668763,0.0649996205852693,0.178980584012063
"211805_s_at",0.949401970095867,2.81773736142928,3.56056545411446,0.065008039921681,0.178980584012063
"207738_s_at",0.618655789324858,7.27114412498163,3.56044873901368,0.0650122895029231,0.178980584012063
"220036_s_at",0.520712665546316,4.85143861024023,3.56008266817056,0.065025620076946,0.17899516889124
"212362_at",-0.582883044383215,3.68777445178145,3.5590289021081,0.0650640100658111,0.179065914615261
"218572_at",0.746285795899511,4.08973601319704,3.5589360861565,0.065067392659865,0.179065914615261
"219642_s_at",-0.856827319179642,1.43177186557709,3.55865505192249,0.0650776358806595,0.179071988185816
"205531_s_at",-0.639841034057327,2.39815419184422,3.55815826556624,0.0650957472421449,0.179099708087013
"203847_s_at",0.541970872271094,4.91862696467984,3.55745421422227,0.0651214243756903,0.179129335171014
"221532_s_at",0.429418620797427,5.73988121152326,3.55733016858108,0.0651259495423837,0.179129335171014
"200813_s_at",0.841813459942519,5.06956303706848,3.55688925379467,0.0651420368505055,0.179129335171014
"208912_s_at",0.369107912518851,5.80313097299263,3.55657012019071,0.0651536835539315,0.179129335171014
"211111_at",-0.880633702260455,2.73257307225875,3.55640806300981,0.0651595986688721,0.179129335171014
"216956_s_at",-0.560218403273815,0.63490529797737,3.68538496000611,0.0651600376327735,0.179129335171014
"209077_at",0.385017471356929,4.9279989467919,3.55629873331397,0.0651635895554575,0.179129335171014
"206848_at",-0.608831886362263,3.47046335986335,3.55582285630448,0.0651809637360012,0.179129335171014
"207089_at",-0.884043403755949,2.76496561737016,3.55570750052446,0.0651851761217262,0.179129335171014
"214735_at",-0.826381610601249,3.20659510959718,3.55566018871738,0.0651869038684987,0.179129335171014
"216074_x_at",1.45646386419648,2.3896019450057,3.55520090930335,0.0652036785920214,0.17915333786264
"209691_s_at",1.18768576613694,3.19279393951548,3.55439882169787,0.0652329854399192,0.179204879117734
"202468_s_at",0.60644322592993,6.88822922328008,3.55424734607036,0.0652385217162437,0.179204879117734
"39548_at",0.579082871831872,3.4236013401848,3.55381219504151,0.06525442891016,0.179226480883162
"202971_s_at",1.05754079279421,2.12008806894255,3.55293747184282,0.0652864178344029,0.179292241632241
"1494_f_at",-0.299533018331314,4.96606159349363,3.55255296962069,0.0653004846725641,0.179308773870455
"213330_s_at",0.75220279479757,4.33489358640374,3.55141207094663,0.06534224357091,0.17936211480274
"219599_at",-0.383633994964255,5.38337737954775,3.55129570163977,0.065346504544106,0.17936211480274
"212289_at",-0.590276400262492,4.16425518289903,3.55074337672581,0.0653667326194929,0.17936211480274
"204091_at",0.899620018791729,3.94084900910878,3.5507201959188,0.0653675817326514,0.17936211480274
"213481_at",-0.536522345584188,3.83712525171595,3.55070391351955,0.0653681781643344,0.17936211480274
"203343_at",0.620748152084405,5.61868399424092,3.55064669538445,0.06537027413814,0.17936211480274
"207976_at",-0.585499554816997,4.31577251943687,3.55048342685093,0.0653762552810598,0.17936211480274
"216919_at",-0.797520456417265,3.85927585480567,3.55003586516539,0.065392654245236,0.17937665883544
"207777_s_at",-0.563736218302742,3.67930993950405,3.5498993720452,0.0653976563469511,0.17937665883544
"218562_s_at",0.766516100132611,3.91148634892847,3.54935353332641,0.0654176640626553,0.179409453330234
"207542_s_at",1.21294169712916,7.13456197758641,3.54865994025784,0.0654430974358277,0.179457117913186
"219706_at",-0.361164060467728,4.80162140222393,3.54604481601989,0.0655390894067951,0.179698231727774
"216141_at",-0.821227476095009,3.25038243443546,3.54386567612515,0.0656191963453771,0.179895737224906
"AFFX-HUMISGF3A/M97935_MB_at",0.870592753429508,5.48734650378397,3.54329566869097,0.0656401680611676,0.179931094219092
"221125_s_at",0.741905565978531,3.46110454851625,3.54262519056405,0.065664845741166,0.17995679009859
"214511_x_at",0.750208422662793,5.41736231364688,3.54260214771574,0.0656656940399244,0.17995679009859
"202943_s_at",-0.312345365487671,5.19616015233035,3.54232014753684,0.065676076563933,0.179963110437054
"211318_s_at",0.337261181477959,5.61909268948472,3.54207941076266,0.0656849413052606,0.179965270761727
"219912_s_at",-0.786065061501286,2.98409486085016,3.54181520218454,0.0656946718741509,0.179969802479924
"217470_at",-0.992884706595462,1.23438480971304,3.53968388701615,0.0657732244015624,0.180162846876462
"204600_at",0.64892199066251,4.86673031864577,3.53919404315874,0.0657912928781448,0.180190189184329
"207752_x_at",-0.743130419710769,3.28524008061854,3.53883173772303,0.0658046604637738,0.180204651482644
"222191_s_at",0.848536311972208,3.40162317283448,3.53794622065965,0.0658373450037932,0.180272002791782
"210855_at",0.974138892523896,2.07994493131853,3.53754574905572,0.0658521323283435,0.180290338453431
"206122_at",1.28813503028541,2.28851103377002,3.53672443348527,0.0658824706657145,0.180339408554459
"220720_x_at",-0.611896047681604,6.19884638465475,3.53638770424305,0.065894913457882,0.180339408554459
"203381_s_at",1.40847318941371,4.81004177578039,3.5362777544333,0.0658989768749348,0.180339408554459
"209460_at",0.776413426252423,3.62408437023997,3.5361843772727,0.065902428032983,0.180339408554459
"212625_at",0.726375611986897,4.35521569413878,3.53582092798649,0.0659158627731583,0.180354023842619
"209631_s_at",1.4200796812283,3.67267552077092,3.53540296881198,0.065931316175537,0.180374158175505
"211008_s_at",-0.670978443080424,2.76027391885065,3.53451777129118,0.0659640581770166,0.180440621563432
"210892_s_at",0.655730793171657,3.58643395235199,3.53420481446725,0.0659756382196974,0.180440621563432
"219045_at",-0.509646543414431,4.86812526217136,3.53408956453368,0.0659799032670128,0.180440621563432
"210424_s_at",0.702105954657886,4.38868214523369,3.53342592447379,0.0660044684635426,0.180485651094996
"217550_at",-0.79888034411131,2.42388584983597,3.53304069112736,0.0660187328210648,0.180489749304626
"205515_at",-0.64822596805145,3.37665767950675,3.532867505093,0.0660251466314642,0.180489749304626
"214616_at",-0.552906711462531,4.74227265593281,3.53267847747514,0.0660321479058873,0.180489749304626
"216873_s_at",-0.442898082607486,4.16648393285262,3.53251059348011,0.0660383667405922,0.180489749304626
"201341_at",1.03066026469541,5.77710033733784,3.53152400192734,0.0660749255457714,0.180545222854037
"214744_s_at",-0.991170702919334,2.71637514194932,3.53140127460049,0.0660794748469809,0.180545222854037
"209493_at",1.22970635513359,6.43959177322416,3.53117321185574,0.0660879296759607,0.180545222854037
"210363_s_at",-0.532805080121886,0.802497404865764,3.53108842738717,0.0660910731418739,0.180545222854037
"220869_at",-0.579741908013068,3.9452031619373,3.5303888069029,0.0661170185325484,0.180588133565914
"221583_s_at",-1.1000752027987,1.85414000313811,3.53013554716167,0.0661264134226108,0.180588133565914
"217639_at",-0.667210951819049,3.22450270293893,3.52994541049505,0.0661334676736683,0.180588133565914
"220974_x_at",0.880629394466226,5.12030306416445,3.52964557377153,0.0661445935852287,0.180588133565914
"216743_at",-0.723492833733335,1.58460309590106,3.52957257302128,0.0661473027045277,0.180588133565914
"201146_at",0.719134592386004,7.71616338175208,3.52838534534876,0.0661913788828075,0.180686328022247
"201723_s_at",0.477565993019686,6.50695397829341,3.5271804882921,0.0662361426315436,0.180786375092931
"215171_s_at",0.482155604781924,6.59531197901288,3.52627732761984,0.0662697193960981,0.18084586210531
"210396_s_at",0.724792164913007,5.29628509968183,3.52615767572987,0.0662741690953625,0.18084586210531
"210584_s_at",-0.453031192666586,3.90050500842654,3.52581618261981,0.066286870593171,0.180858373628949
"207791_s_at",0.909236988620248,6.24536839634038,3.52504720763057,0.0663154816737117,0.1809142847864
"203077_s_at",0.586384658882828,4.405867705419,3.5243404517123,0.0663417897798139,0.180956209711444
"212745_s_at",0.859393716605315,3.49347549182167,3.52419806855984,0.0663470912059642,0.180956209711444
"216496_s_at",-0.824563370871771,1.66847456817936,3.52365657771454,0.0663672570793205,0.180989057581508
"220241_at",0.967686078008833,2.77675738456957,3.52140623234555,0.0664511354394234,0.181195625427884
"215043_s_at",1.32770897199896,1.90129470178345,3.52026417177676,0.0664937487568991,0.181274410833092
"208227_x_at",-0.636069957488171,2.16909571377836,3.52017479939508,0.0664970847480043,0.181274410833092
"206155_at",-0.925254730629023,1.88524044166415,3.51997792086141,0.0665044342575294,0.181274410833092
"216536_at",-0.942801954044484,1.14923961468123,3.51968977564961,0.0665151923811245,0.181281559665924
"203218_at",0.925443178574927,4.88977383811742,3.51894885820622,0.0665428639087962,0.181334797172521
"215444_s_at",-0.898631709827745,2.0081977938677,3.51837911675121,0.066564151040595,0.181370625781069
"207860_at",-0.594392789303727,3.14553874104678,3.51813087727072,0.0665734283071548,0.181373725757223
"213023_at",0.503693193546469,3.97754326445965,3.51705237862703,0.0666137507636313,0.181461394653545
"36742_at",-0.6464385262134,3.2370638436359,3.51605962899967,0.0666508910552245,0.181540374695461
"206216_at",-0.410237757481348,4.67241284864235,3.51564925955159,0.0666662502717502,0.181560016475851
"206210_s_at",-0.490243373299405,0.965604299726198,3.51342015380855,0.0667497488969184,0.181765202819264
"218139_s_at",0.455527429175417,4.99160092721167,3.51161829510447,0.066817327769784,0.181926993486571
"210543_s_at",0.588054187354871,5.4376937357167,3.51040385693157,0.0668629179084311,0.182028882071298
"218269_at",0.516769920297506,5.60776144730679,3.50981930725487,0.0668848741841282,0.182066412343627
"201770_at",0.554455389569798,5.22342459866862,3.5082336974651,0.0669444713003544,0.182206382555979
"220127_s_at",0.263653587774536,5.98805444641309,3.50581271810137,0.067035579732801,0.182409983265943
"220106_at",-0.765288673416008,2.591443884511,3.50581089520557,0.0670356483850833,0.182409983265943
"221398_at",-0.650416403156951,0.319781952908206,5.30967301574837,0.0671609504533579,0.182728627466688
"219726_at",-0.79605832580422,2.4738587156156,3.50080025544389,0.0672246477896817,0.182858856437155
"209362_at",0.456469770163985,4.62800841827839,3.50078490143193,0.0672252278388536,0.182858856437155
"209281_s_at",0.766595711321848,5.15743716235684,3.50048844269618,0.0672364286409852,0.182867001026129
"204428_s_at",1.23101551643163,2.05995605635892,3.49988244866385,0.0672593307035709,0.182906964372427
"216011_at",-1.02488042317769,2.27660783555267,3.49905829672235,0.0672904913094561,0.182924041019593
"217602_at",-0.957155768634289,1.08407275208123,3.499042363024,0.0672910939081556,0.182924041019593
"213680_at",-0.470814358279075,4.42733510439856,3.49895306533432,0.0672944711796677,0.182924041019593
"215070_x_at",-0.785012006773235,2.77844145851658,3.49884795526005,0.067298446720757,0.182924041019593
"201206_s_at",0.949498540891108,4.36121851140654,3.49847319010783,0.0673126234372474,0.182940259550212
"222225_at",-0.813919464014815,2.59217135995813,3.49724878154586,0.067358963640943,0.183030520508464
"208458_at",-0.846207193937559,2.6878921692137,3.49716164991197,0.067362262652691,0.183030520508464
"220199_s_at",0.859598372221664,5.88881876893906,3.49686918260677,0.0673733374655332,0.183033716490856
"215746_at",-0.811647684345056,2.70589705456253,3.49665764866294,0.0673813488383516,0.183033716490856
"220028_at",0.477525177663258,4.79515131289293,3.49647991132539,0.0673880810524158,0.183033716490856
"210284_s_at",0.409596702346084,5.73033260016116,3.49533482855107,0.0674314714979286,0.183121621441968
"205326_at",-0.566728894241439,4.58630299221401,3.4951470305112,0.067438590639134,0.183121621441968
"201982_s_at",-0.784606562026027,3.56483519935924,3.49497535626712,0.0674450992763199,0.183121621441968
"202703_at",0.350588727964567,5.67077595428218,3.49448167566014,0.0674638199086717,0.1831501338968
"203308_x_at",-0.661588507472889,4.1083797044797,3.49326412951613,0.0675100143957612,0.183233169329642
"218960_at",-0.834920459080285,2.29435029879314,3.49324205528721,0.0675108522279927,0.183233169329642
"207281_x_at",-0.767199129749373,2.93446080819183,3.49254977353567,0.0675371337518286,0.183281819297717
"216196_at",-0.551958310136266,4.30705040459435,3.49233664097357,0.0675452273065949,0.183281819297717
"215467_x_at",-0.49460461229384,4.89762831583799,3.49105693014144,0.0675938458872408,0.183342481211508
"221970_s_at",0.32794254225682,5.84646276974907,3.49100401066749,0.067595857226344,0.183342481211508
"206822_s_at",0.733656444614291,3.38311831018676,3.49091272844527,0.0675993267942499,0.183342481211508
"203940_s_at",-0.501517382896392,4.16556622702432,3.49088200007974,0.0676004948002401,0.183342481211508
"203490_at",-0.800213969419473,2.47328981748669,3.48988458181242,0.0676384194277509,0.183423013278395
"32541_at",-0.448904996396687,3.90765990172148,3.48962719808012,0.0676482096825987,0.183427239761176
"215631_s_at",0.453067422765769,5.0834607542246,3.48883093622791,0.0676785074516423,0.183487064307695
"212648_at",0.574067660694095,5.59287946579309,3.48794475586428,0.0677122442103213,0.183542328349593
"217622_at",-0.574654855806285,4.13280151672916,3.48786280149893,0.0677153651376386,0.183542328349593
"206265_s_at",-0.799336350596799,2.38571908549034,3.48741460438447,0.067732435863796,0.183560159220709
"215764_x_at",0.355814389822782,5.2544442697302,3.48704335431858,0.0677465794585519,0.183560159220709
"206932_at",-0.697346150973603,4.14898835339888,3.4870413292083,0.0677466566185484,0.183560159220709
"202115_s_at",0.795685387953946,3.69946737895185,3.48654655290551,0.0677655113045116,0.183588922601633
"205596_s_at",0.635959945261297,5.06254191665398,3.4854015036772,0.0678091684539448,0.183684865142141
"206293_at",-0.858055761214423,2.49192196165545,3.4845846536524,0.0678403313434498,0.183746943396875
"202645_s_at",0.34020544991687,4.57868244659311,3.48255711475466,0.067917750362845,0.183934277021788
"210492_at",-0.922947431889058,2.20794076288836,3.4821811710704,0.067932116001635,0.183950825235683
"211497_x_at",-0.381823794784982,4.85926964976396,3.48059786687385,0.0679926543310021,0.184072007639522
"214278_s_at",-0.749888916707579,3.10748259282215,3.48057865293025,0.0679933893497693,0.184072007639522
"203134_at",0.893234881252051,4.13399627909314,3.48033313986329,0.0680027820873663,0.184075072066665
"201657_at",0.600567641686254,4.28280545754009,3.47818487225426,0.0680850306804653,0.184275323533683
"220920_at",-0.953853056471927,3.78580732651107,3.47725038081077,0.0681208428592642,0.184349859294752
"219167_at",-0.508360754571431,4.10900905469522,3.47558127010404,0.0681848592820696,0.184482097275155
"221636_s_at",-0.419165553841748,4.71893490110335,3.47554462609619,0.0681862654560955,0.184482097275155
"204171_at",0.680979856587468,3.80981792204511,3.47520680671546,0.0681992304145989,0.1844947737439
"204829_s_at",-0.704295696073363,4.84091841794499,3.47221505170449,0.0683141678257153,0.184783272840545
"209623_at",0.403203665853882,5.7155401352883,3.47042331470763,0.0683831051467665,0.184926949580204
"207625_s_at",0.884571403834014,4.1560142486423,3.4704031094429,0.0683838829843773,0.184926949580204
"203907_s_at",-0.646735952454595,4.08996664757641,3.46923663181981,0.0684288051629118,0.185018290839464
"217250_s_at",-0.738646952347806,2.89929326751566,3.4689258660733,0.0684407785413535,0.185018290839464
"206447_at",-0.944187123335782,1.29437184696162,3.46887939295477,0.0684425692855406,0.185018290839464
"39763_at",-0.701680186886029,3.19217492827955,3.4685966533193,0.06845346517826,0.185025298952834
"214542_x_at",0.960867832861903,3.00884728722645,3.46796201044359,0.0684779292779412,0.185068974906048
"212525_s_at",-0.650660611565307,4.39628180165634,3.46771722856111,0.0684873676628265,0.18507203657904
"203634_s_at",-0.833630158904215,2.63424292958123,3.46743357097104,0.0684983068255371,0.185079152539523
"205744_at",-0.603713305384644,3.2418158043957,3.46579589905715,0.0685615008042159,0.18522743967269
"206993_at",-0.366131284668665,4.30665018444725,3.46534275253953,0.0685789980386219,0.185252250369089
"217080_s_at",-0.713708321594072,3.84418840341339,3.46452895421128,0.0686104333988929,0.185314701506367
"220312_at",-0.507601379791324,0.848994513786667,3.68615563976516,0.068654018597714,0.185409949874302
"217559_at",1.12968757965721,2.82500345232107,3.4624659180858,0.0686901954956282,0.185485170410698
"210928_at",-0.844495697566531,1.83693513651392,3.46194121854449,0.0687104979936493,0.185489835938415
"200803_s_at",0.424127991748795,7.29863101285771,3.46186880818416,0.0687133003286834,0.185489835938415
"210587_at",0.796644552389983,2.85054101604331,3.46177590090611,0.0687168960944045,0.185489835938415
"220606_s_at",0.886411848944394,2.25803142272814,3.46092906986637,0.0687496803413483,0.18555585356665
"208740_at",-0.648655177027628,4.13698905243775,3.46022925786056,0.068776785909252,0.185606530267151
"207981_s_at",-1.06497530485181,1.92427424816739,3.4599837412319,0.0687862982102623,0.185609721847817
"205327_s_at",-0.341448498476631,5.15166540070334,3.45966145339024,0.0687987871397077,0.185620943677698
"201618_x_at",0.589900712224238,4.76793681687839,3.45934726942544,0.0688109644448995,0.185631322121755
"204086_at",-0.547380672722202,3.7640512816721,3.45784039864439,0.0688694015840707,0.185766478089559
"208762_at",0.863659845744981,3.49968747618547,3.45740783671831,0.0688861866459382,0.185789263741399
"218905_at",0.640774348593786,5.88526859133196,3.45715322329237,0.0688960687335256,0.185793428487129
"213151_s_at",0.431267320636151,8.44972592232522,3.45621419679332,0.0689325278681494,0.18586925441505
"211184_s_at",-0.481247881258878,3.51252837367285,3.45585425356946,0.0689465088551798,0.185884459385357
"216438_s_at",-0.377625681161219,10.8347077025421,3.45543192977996,0.0689629168295152,0.185906203207366
"204574_s_at",-0.505396808342749,4.87216114592155,3.45483466201765,0.0689861290201221,0.18594628195904
"215384_s_at",-0.869233800253304,2.41725139034449,3.45428305784316,0.0690075741996343,0.185981588762754
"204294_at",-0.323523656308405,5.19007593964352,3.45385307765211,0.0690242960025578,0.186004158643729
"211490_at",-0.769873098139171,1.68834480738764,3.45252145976976,0.0690761105976358,0.186121278409567
"204923_at",-0.343798959029969,5.1891104243789,3.45215704627891,0.0690902977722069,0.186136997371308
"206553_at",1.40602300442634,3.20882190671903,3.45125478767948,0.0691254379157682,0.186209155352643
"201566_x_at",0.821464437780159,5.50083609047325,3.45066645436474,0.0691483622754813,0.1862483931566
"216280_s_at",-0.73919255704684,2.79228513882339,3.44901764845866,0.0692126525724314,0.186399025534384
"220992_s_at",0.685754592252795,3.93807398081924,3.44879179474586,0.0692214642031352,0.186400228016732
"213612_x_at",0.438921310916997,8.44763903494449,3.44696025212414,0.0692929671576685,0.186570225613138
"200886_s_at",0.395790956866781,6.85547397983268,3.44629719787728,0.0693188727159113,0.186617426691875
"206520_x_at",-0.376631177623187,4.87412345583728,3.44387088755274,0.0694137599155978,0.186850303479013
"206919_at",-0.679537498622677,3.18269620445677,3.44326374039541,0.0694375264058237,0.18689170200519
"218712_at",0.593769157906732,4.0170911715567,3.44293294578464,0.0694504789846041,0.186903988310861
"209601_at",-0.723528494909283,1.70549791617012,3.44262138079598,0.0694626810476271,0.18691425211741
"218925_s_at",-0.886504963130465,1.92265881750005,3.44045076760157,0.0695477561562974,0.187090745573744
"209012_at",0.441805962516827,5.14604147902133,3.44043556560151,0.0695483523895164,0.187090745573744
"221710_x_at",1.1745592531237,2.43417651088302,3.44030535880543,0.0695534594234573,0.187090745573744
"220183_s_at",1.04845116304219,1.94013402091309,3.4396559909254,0.069578935424663,0.187136682929121
"221130_s_at",-0.913581883201576,1.33181602188617,3.43939928389873,0.0695890093951804,0.187141189518803
"210234_at",-0.388089033891735,4.21452216458972,3.43887082776822,0.0696097527017883,0.187174383909008
"213782_s_at",-0.621273471642701,0.435647527432348,3.43827046086596,0.0696333269781692,0.187177489182991
"216327_s_at",0.659294776819311,3.75055616096849,3.43821078489649,0.0696356707230138,0.187177489182991
"212626_x_at",0.452173023572621,6.94500150884388,3.43800445420225,0.0696437749322338,0.187177489182991
"201703_s_at",0.595162551344806,5.20145410088982,3.43798580205022,0.0696445075984462,0.187177489182991
