X	control_1h	exposed_1h	exposed_1h
225690_at	88.9	89.4	89.4
225691_at	132.2	69.8	69.8
225692_at	423.9	403.8	403.8
225693_s_at	646.4	671.2	671.2
225694_at	159.8	156.9	156.9
225695_at	214.7	306.0	306.0
225696_at	31.5	38.1	38.1
225697_at	85.0	67.8	67.8
225698_at	338.3	341.8	341.8
225699_at	259.7	300.3	300.3
225700_at	3.2	17.7	17.7
225701_at	31.7	31.9	31.9
225702_at	94.3	126.5	126.5
225703_at	305.9	362.5	362.5
225704_at	91.9	62.6	62.6
225705_at	172.2	94.2	94.2
225706_at	55.1	54.6	54.6
225707_at	555.0	374.6	374.6
225708_at	239.7	235.0	235.0
225709_at	4.7	31.5	31.5
225710_at	689.6	607.9	607.9
225711_at	99.5	94.2	94.2
225712_at	284.0	268.9	268.9
225713_at	111.8	132.1	132.1
225714_s_at	6.4	9.8	9.8
225715_at	83.6	75.4	75.4
225716_at	296.0	265.0	265.0
225717_at	47.8	30.1	30.1
225718_at	102.2	142.0	142.0
225719_s_at	326.8	362.8	362.8
225720_at	70.0	54.4	54.4
225721_at	98.1	134.8	134.8
225722_at	107.8	119.8	119.8
225723_at	245.7	234.7	234.7
225724_at	134.2	165.2	165.2
225725_at	41.8	36.8	36.8
225726_s_at	34.9	46.6	46.6
225727_at	27.0	26.2	26.2
225728_at	3.5	2.7	2.7
225729_at	135.0	132.1	132.1
225730_s_at	163.1	215.5	215.5
225731_at	256.0	288.0	288.0
225732_at	80.1	91.4	91.4
225733_at	144.8	126.9	126.9
225734_at	131.2	151.9	151.9
225735_at	57.8	56.6	56.6
225736_at	216.6	282.3	282.3
225737_s_at	190.3	125.5	125.5
225738_at	273.1	321.9	321.9
225739_at	3.5	21.9	21.9
225740_x_at	118.9	114.3	114.3
225741_at	194.0	197.4	197.4
225742_at	40.0	40.0	40.0
225743_at	285.0	334.2	334.2
225744_at	263.2	400.5	400.5
225745_at	156.4	175.3	175.3
225746_at	18.6	1.4	1.4
225747_at	143.8	173.5	173.5
225748_at	173.7	243.2	243.2
225749_at	218.6	205.2	205.2
225750_at	784.5	831.3	831.3
225751_at	121.1	320.8	320.8
225752_at	186.8	166.0	166.0
225753_at	57.2	51.3	51.3
225754_at	89.1	123.8	123.8
225755_at	214.8	245.6	245.6
225756_at	153.0	201.7	201.7
225757_s_at	6.9	28.5	28.5
225758_s_at	55.8	32.2	32.2
225759_x_at	36.0	24.7	24.7
225760_at	116.0	90.6	90.6
225761_at	115.7	78.2	78.2
225762_x_at	30.2	43.5	43.5
225763_at	23.9	4.9	4.9
225764_at	156.7	103.9	103.9
225765_at	499.8	480.3	480.3
225766_s_at	563.8	558.2	558.2
225767_at	118.9	121.9	121.9
225768_at	171.4	170.7	170.7
225769_at	121.7	115.6	115.6
225770_at	304.2	273.1	273.1
225771_at	281.2	327.1	327.1
225772_s_at	486.2	427.0	427.0
225773_at	250.4	247.6	247.6
225774_at	147.5	131.5	131.5
225775_at	54.8	57.7	57.7
225776_at	132.3	112.9	112.9
225777_at	263.4	243.1	243.1
225778_at	79.1	124.2	124.2
225779_at	204.0	201.5	201.5
225780_at	87.0	98.3	98.3
225781_at	318.8	290.2	290.2
225782_at	493.7	349.8	349.8
225783_at	283.3	263.0	263.0
225784_s_at	3.9	3.2	3.2
225785_at	285.6	297.3	297.3
225786_at	55.7	29.8	29.8
225787_at	273.7	277.6	277.6
225788_at	824.6	831.8	831.8
225789_at	266.2	296.0	296.0
225790_at	92.8	130.3	130.3
225791_at	56.8	57.5	57.5
225792_at	14.8	0.8	0.8
225793_at	613.4	611.7	611.7
225794_s_at	374.4	332.6	332.6
225795_at	217.3	266.4	266.4
225796_at	179.0	175.7	175.7
225797_at	380.8	455.2	455.2
225798_at	234.3	202.0	202.0
225799_at	2259.3	2006.9	2006.9
225800_at	110.5	143.6	143.6
225801_at	3.4	11.6	11.6
225802_at	164.1	117.4	117.4
225803_at	65.7	47.9	47.9
225804_at	68.7	86.2	86.2
225805_at	183.9	161.0	161.0
225806_at	1756.1	1751.0	1751.0
225807_at	299.8	172.3	172.3
225808_at	554.5	509.3	509.3
225809_at	1.6	1.6	1.6
225810_at	165.1	129.3	129.3
225811_at	245.4	191.7	191.7
225812_at	117.0	134.0	134.0
225813_at	295.7	177.7	177.7
225814_at	137.3	137.9	137.9
225815_at	5.8	5.7	5.7
225816_at	165.4	150.5	150.5
225817_at	39.4	48.5	48.5
225818_s_at	20.3	32.4	32.4
225819_at	123.8	116.3	116.3
225820_at	79.1	96.1	96.1
225821_s_at	244.4	223.6	223.6
225822_at	3.3	4.0	4.0
225823_at	852.8	875.4	875.4
225824_at	858.9	816.9	816.9
225825_at	90.2	123.4	123.4
225826_at	119.0	168.1	168.1
225827_at	171.6	152.8	152.8
225828_at	25.8	53.6	53.6
225829_at	108.4	78.2	78.2
225830_at	87.1	54.9	54.9
225831_at	310.0	277.2	277.2
225832_s_at	100.5	110.2	110.2
225833_at	42.3	62.1	62.1
225834_at	429.2	393.8	393.8
225835_at	106.0	102.2	102.2
225836_s_at	142.6	112.5	112.5
225837_at	270.8	358.9	358.9
225838_at	136.7	130.9	130.9
225839_at	77.7	52.5	52.5
225840_at	61.3	36.8	36.8
225841_at	68.3	66.2	66.2
225842_at	462.1	426.6	426.6
225843_at	179.8	124.7	124.7
225844_at	530.9	551.1	551.1
225845_at	224.8	221.0	221.0
225846_at	6.5	1.3	1.3
225847_at	106.0	100.7	100.7
225848_at	229.9	211.9	211.9
225849_s_at	706.4	668.3	668.3
225850_at	832.4	954.7	954.7
225851_at	251.7	288.2	288.2
225852_at	229.8	294.0	294.0
225853_at	137.3	167.0	167.0
225854_x_at	44.9	7.8	7.8
225855_at	213.7	213.7	213.7
225856_at	133.3	180.2	180.2
225857_s_at	1472.4	1542.0	1542.0
225858_s_at	120.0	202.7	202.7
225859_at	107.1	138.9	138.9
225860_at	901.2	965.8	965.8
225861_at	313.0	333.7	333.7
225862_at	130.5	120.2	120.2
225863_s_at	211.1	178.0	178.0
225864_at	411.3	373.8	373.8
225865_x_at	1448.1	1276.4	1276.4
225866_at	533.8	528.0	528.0
225867_at	207.6	248.4	248.4
225868_at	54.7	80.5	80.5
225869_s_at	50.2	136.7	136.7
225870_s_at	601.9	601.2	601.2
225871_at	2.4	0.9	0.9
225872_at	221.4	174.3	174.3
225873_at	6.6	3.1	3.1
225874_at	191.3	294.1	294.1
225875_s_at	83.5	60.5	60.5
225876_at	92.0	115.4	115.4
225877_at	87.2	166.2	166.2
225878_at	255.5	224.5	224.5
225879_at	327.0	475.3	475.3
225880_at	313.1	277.0	277.0
225881_at	249.9	302.2	302.2
225882_at	60.0	47.8	47.8
225883_at	36.5	21.6	21.6
225884_s_at	336.3	288.5	288.5
225885_at	217.8	166.2	166.2
225886_at	170.9	153.1	153.1
225887_at	273.8	211.1	211.1
225888_at	159.8	167.1	167.1
225889_at	171.3	145.7	145.7
225890_at	564.5	476.6	476.6
225891_at	145.4	155.6	155.6
225892_at	292.6	212.3	212.3
225893_at	241.1	210.1	210.1
225894_at	50.0	35.1	35.1
225895_at	67.9	113.9	113.9
225896_at	105.8	128.8	128.8
225897_at	969.0	920.3	920.3
225898_at	560.6	529.3	529.3
225899_x_at	136.1	132.9	132.9
225900_at	164.6	172.9	172.9
225901_at	144.1	180.2	180.2
225902_at	62.8	86.8	86.8
225903_at	427.6	473.7	473.7
225904_at	270.2	356.4	356.4
225905_s_at	80.4	69.6	69.6
225906_at	153.3	179.3	179.3
225907_at	3.7	1.6	1.6
225908_at	511.0	499.7	499.7
225909_at	41.8	33.7	33.7
225910_at	168.0	142.1	142.1
225911_at	40.0	13.3	13.3
225912_at	216.0	213.1	213.1
225913_at	281.9	430.3	430.3
225914_s_at	47.4	38.8	38.8
225915_at	25.1	27.3	27.3
225916_at	102.2	54.6	54.6
225917_at	143.3	174.9	174.9
225918_at	167.9	166.2	166.2
225919_s_at	14.3	13.5	13.5
225920_at	137.4	142.1	142.1
225921_at	290.8	209.0	209.0
225922_at	189.9	174.2	174.2
225923_at	341.8	359.6	359.6
225924_at	130.1	162.4	162.4
225925_s_at	259.9	214.3	214.3
225926_at	212.1	149.8	149.8
225927_at	268.7	270.1	270.1
225928_at	116.7	143.6	143.6
225929_s_at	94.0	109.9	109.9
225930_at	93.9	109.7	109.7
225931_s_at	32.5	42.9	42.9
225932_s_at	1099.1	979.4	979.4
225933_at	241.8	308.5	308.5
225934_at	8.4	46.2	46.2
225935_at	234.2	291.1	291.1
225936_at	294.6	417.5	417.5
225937_at	18.4	30.1	30.1
225939_at	20.9	15.9	15.9
225940_at	86.7	85.4	85.4
225941_at	40.9	39.1	39.1
225942_at	26.9	9.0	9.0
225943_at	60.7	57.0	57.0
225944_at	72.6	63.2	63.2
225945_at	332.9	283.2	283.2
225946_at	50.5	35.2	35.2
225947_at	242.2	224.7	224.7
225948_at	231.6	268.0	268.0
225949_at	247.0	213.3	213.3
225950_at	125.7	127.7	127.7
225951_s_at	906.0	867.6	867.6
225952_at	19.7	7.6	7.6
225953_at	190.3	204.1	204.1
225954_s_at	221.4	286.8	286.8
225955_at	749.0	734.9	734.9
225956_at	53.9	54.1	54.1
225957_at	31.5	30.5	30.5
225958_at	138.3	92.2	92.2
225959_s_at	231.7	198.2	198.2
225960_at	15.2	6.4	6.4
225961_at	36.2	49.2	49.2
225962_at	40.5	42.8	42.8
225963_at	113.7	91.6	91.6
225964_at	70.9	79.1	79.1
225965_at	40.3	49.5	49.5
225966_at	19.1	3.0	3.0
225967_s_at	675.5	565.8	565.8
225968_at	19.8	60.4	60.4
225969_at	250.8	221.2	221.2
225970_at	60.5	37.5	37.5
225971_at	121.5	120.5	120.5
225972_at	67.2	49.6	49.6
225973_at	347.7	383.3	383.3
225974_at	183.0	115.3	115.3
225975_at	38.6	20.4	20.4
225976_at	381.5	361.6	361.6
225977_at	3.4	6.9	6.9
225978_at	121.7	119.2	119.2
225979_at	89.3	142.4	142.4
225980_at	229.3	244.1	244.1
225981_at	26.7	23.5	23.5
225982_at	120.5	164.0	164.0
225983_s_at	2.2	2.1	2.1
225984_at	61.4	49.4	49.4
225985_at	56.9	28.3	28.3
225986_x_at	198.8	159.2	159.2
225987_at	7.2	15.9	15.9
225988_at	178.3	181.9	181.9
225989_at	78.4	62.6	62.6
225990_at	34.4	34.8	34.8
225991_at	313.5	268.7	268.7
225992_at	137.8	133.4	133.4
225993_at	85.9	70.1	70.1
225994_at	198.6	185.5	185.5
225995_x_at	230.8	251.1	251.1
225996_at	0.8	7.3	7.3
225997_at	149.7	139.4	139.4
225998_at	86.2	72.9	72.9
225999_at	73.3	59.6	59.6
226000_at	130.4	126.8	126.8
226001_at	558.7	605.9	605.9
226002_at	55.9	65.0	65.0
226003_at	137.2	91.8	91.8
226004_at	373.1	272.5	272.5
226005_at	359.4	319.7	319.7
226006_at	811.9	807.3	807.3
226007_at	464.7	490.3	490.3
226008_at	146.8	138.8	138.8
226009_at	295.4	312.6	312.6
226010_at	196.0	238.8	238.8
226011_at	444.2	368.3	368.3
226012_at	105.7	89.3	89.3
226013_at	108.5	93.0	93.0
226014_at	21.0	16.6	16.6
226015_at	223.1	196.8	196.8
226016_at	152.5	107.2	107.2
226017_at	207.7	233.5	233.5
226018_at	41.6	18.5	18.5
226019_at	66.6	62.1	62.1
226020_s_at	106.8	93.3	93.3
226021_at	194.6	185.4	185.4
226022_at	75.5	45.0	45.0
226023_at	21.1	22.0	22.0
226024_at	414.7	422.2	422.2
226025_at	495.3	438.5	438.5
226026_at	315.2	366.5	366.5
226027_at	210.1	251.0	251.0
226028_at	7.7	11.0	11.0
226029_at	153.7	162.4	162.4
226030_at	42.2	28.6	28.6
226031_at	185.4	209.6	209.6
226032_at	686.9	646.0	646.0
226033_at	104.4	94.8	94.8
226034_at	168.9	154.8	154.8
226035_at	143.8	178.5	178.5
226036_x_at	88.7	87.6	87.6
226037_s_at	240.7	228.0	228.0
226038_at	119.8	97.9	97.9
226039_at	3.1	2.0	2.0
226040_at	94.9	71.5	71.5
226041_at	38.7	28.0	28.0
226042_at	282.9	226.6	226.6
226043_at	236.1	245.5	245.5
226044_at	128.2	68.9	68.9
226045_at	86.1	80.2	80.2
226046_at	179.2	144.2	144.2
226047_at	15.4	3.2	3.2
226048_at	318.1	270.3	270.3
226049_at	519.5	547.4	547.4
226050_at	475.5	535.6	535.6
226051_at	597.2	714.9	714.9
226052_at	458.9	586.0	586.0
226053_at	200.7	248.5	248.5
226054_at	137.4	193.3	193.3
226055_at	75.2	45.0	45.0
226056_at	57.6	43.4	43.4
226057_at	28.2	8.2	8.2
226058_at	81.5	76.8	76.8
226059_at	38.6	78.9	78.9
226060_at	187.2	154.3	154.3
226061_s_at	5.6	2.9	2.9
226062_x_at	50.4	41.4	41.4
226063_at	319.4	294.8	294.8
226064_s_at	22.9	28.4	28.4
226065_at	121.5	142.0	142.0
226066_at	75.0	50.6	50.6
226067_at	2.8	2.6	2.6
226068_at	16.0	7.1	7.1
226069_at	90.0	58.3	58.3
226070_at	135.3	140.8	140.8
226071_at	58.1	106.7	106.7
226072_at	49.8	49.4	49.4
226073_at	198.3	210.7	210.7
226074_at	17.8	36.7	36.7
226075_at	65.0	51.1	51.1
226076_s_at	82.6	68.4	68.4
226077_at	1262.4	1363.8	1363.8
226078_at	115.9	163.5	163.5
226079_at	70.6	77.8	77.8
226080_at	65.5	43.2	43.2
226081_at	56.7	91.9	91.9
226082_s_at	312.1	244.4	244.4
226083_at	35.7	41.4	41.4
226084_at	134.6	208.5	208.5
226085_at	84.7	330.5	330.5
226086_at	3.3	8.0	8.0
226087_at	218.9	222.5	222.5
226088_at	135.9	163.9	163.9
226089_at	69.5	66.6	66.6
226090_x_at	75.8	58.7	58.7
226091_s_at	2947.7	2663.9	2663.9
226092_at	464.7	484.9	484.9
226093_at	131.2	137.6	137.6
226094_at	221.1	362.1	362.1
226095_s_at	355.9	378.7	378.7
226096_at	12.8	8.8	8.8
226097_at	47.2	40.0	40.0
226098_at	113.8	115.5	115.5
226099_at	246.4	185.0	185.0
226100_at	97.4	114.7	114.7
226101_at	46.8	77.5	77.5
226102_at	254.7	251.5	251.5
226103_at	114.5	135.9	135.9
226104_at	129.9	90.2	90.2
226105_at	4.9	27.9	27.9
226106_at	150.7	158.7	158.7
226107_at	16.5	18.6	18.6
226108_at	130.9	163.3	163.3
226109_at	332.3	336.5	336.5
226110_at	180.5	182.8	182.8
226111_s_at	126.7	200.0	200.0
226112_at	355.7	248.1	248.1
226113_at	75.7	92.4	92.4
226114_at	75.2	78.4	78.4
226115_at	113.4	118.0	118.0
226116_at	411.3	410.0	410.0
226117_at	136.6	174.6	174.6
226118_at	310.6	329.2	329.2
226119_at	89.7	54.2	54.2
226120_at	197.1	190.5	190.5
226121_at	63.1	112.1	112.1
226122_at	12.2	13.7	13.7
226123_at	176.8	188.3	188.3
226124_at	195.6	182.0	182.0
226125_at	123.9	142.6	142.6
226126_at	124.6	119.7	119.7
226127_at	275.2	210.0	210.0
226128_at	630.7	491.7	491.7
226129_at	710.7	861.4	861.4
226130_at	77.5	54.1	54.1
226131_s_at	9929.0	7982.6	7982.6
226132_s_at	408.8	355.7	355.7
226133_s_at	185.5	190.5	190.5
226134_s_at	180.4	172.8	172.8
226135_at	276.9	300.0	300.0
226136_at	212.4	193.9	193.9
226137_at	97.8	95.1	95.1
226138_s_at	7.5	3.8	3.8
226139_at	16.1	20.7	20.7
226140_s_at	427.2	494.2	494.2
226141_at	39.8	49.6	49.6
226142_at	196.1	154.9	154.9
226143_at	890.4	1016.3	1016.3
226144_at	59.1	103.3	103.3
226145_s_at	159.4	141.3	141.3
226146_at	231.8	199.6	199.6
226147_s_at	2.3	5.2	5.2
226148_at	346.1	249.3	249.3
226149_at	247.0	169.5	169.5
226150_at	173.2	165.9	165.9
226151_x_at	159.4	99.4	99.4
226152_at	250.1	216.8	216.8
226153_s_at	196.0	205.3	205.3
226154_at	525.3	507.0	507.0
226155_at	275.4	226.2	226.2
226156_at	82.1	100.6	100.6
226157_at	118.7	164.6	164.6
226158_at	32.2	30.0	30.0
226159_at	384.3	311.5	311.5
226160_at	71.2	94.8	94.8
226161_at	183.3	179.9	179.9
226162_at	43.0	7.1	7.1
226163_at	185.7	162.2	162.2
226164_x_at	75.1	88.1	88.1
226165_at	699.1	654.4	654.4
226166_x_at	124.4	121.8	121.8
226167_at	3.4	18.1	18.1
226168_at	194.6	203.8	203.8
226169_at	144.8	152.4	152.4
226170_at	252.8	241.4	241.4
226171_at	79.2	45.9	45.9
226172_at	16.8	12.9	12.9
226173_at	109.7	147.6	147.6
226174_at	3.8	31.6	31.6
226175_at	167.7	151.5	151.5
226176_s_at	35.3	44.6	44.6
226177_at	628.2	639.4	639.4
226178_at	277.1	230.9	230.9
226179_at	117.4	106.0	106.0
226180_at	152.8	136.6	136.6
226181_at	56.4	42.7	42.7
226182_s_at	20.5	0.9	0.9
226183_at	112.4	97.8	97.8
226184_at	106.2	181.3	181.3
226185_at	48.4	31.3	31.3
226186_at	37.5	4.1	4.1
226187_at	23.2	23.6	23.6
226188_at	222.5	224.0	224.0
226189_at	41.4	16.2	16.2
226190_at	487.1	621.8	621.8
226191_at	650.5	655.5	655.5
226192_at	2.7	3.7	3.7
226193_x_at	827.3	1011.6	1011.6
226194_at	308.7	251.3	251.3
226195_at	106.1	101.3	101.3
226196_s_at	190.9	180.4	180.4
226197_at	24.6	5.9	5.9
226198_at	173.5	212.5	212.5
226199_at	79.8	85.5	85.5
226200_at	334.5	422.8	422.8
226201_at	123.0	158.2	158.2
226202_at	111.2	118.2	118.2
226203_at	97.5	91.6	91.6
226204_at	193.8	124.7	124.7
226205_at	56.6	65.2	65.2
226206_at	277.1	320.3	320.3
226207_at	212.4	194.6	194.6
226208_at	574.5	592.8	592.8
226209_at	81.0	68.7	68.7
226210_s_at	2.8	5.5	5.5
226211_at	29.2	12.0	12.0
226212_s_at	27.7	37.6	37.6
226213_at	45.0	30.6	30.6
226214_at	294.7	339.0	339.0
226215_s_at	376.3	415.4	415.4
226216_at	96.8	73.2	73.2
226217_at	201.9	298.9	298.9
226218_at	438.3	383.2	383.2
226219_at	35.7	3.6	3.6
226220_at	32.7	7.6	7.6
226221_at	214.6	214.9	214.9
226222_at	113.2	85.8	85.8
226223_at	631.7	532.5	532.5
226224_at	180.3	168.4	168.4
226225_at	69.6	54.9	54.9
226226_at	13.1	13.5	13.5
226227_x_at	3935.0	3794.6	3794.6
226228_at	1.7	0.5	0.5
226229_s_at	103.9	101.0	101.0
226230_at	119.9	86.9	86.9
226231_at	127.5	87.0	87.0
226232_at	45.1	39.5	39.5
226233_at	237.8	237.0	237.0
226234_at	65.8	51.1	51.1
226235_at	100.6	160.3	160.3
226236_at	578.5	602.3	602.3
226237_at	96.0	75.5	75.5
226238_at	58.6	46.5	46.5
226239_at	39.4	48.1	48.1
226240_at	91.2	112.4	112.4
226241_s_at	493.1	491.6	491.6
226242_at	272.1	264.8	264.8
226243_at	575.1	590.9	590.9
226244_at	4.6	2.7	2.7
226245_at	235.1	203.2	203.2
226246_at	141.7	141.7	141.7
226247_at	200.2	177.5	177.5
226248_s_at	26.9	17.3	17.3
226249_at	80.9	78.0	78.0
226250_at	27.3	17.9	17.9
226251_at	133.4	92.4	92.4
226252_at	4.0	6.9	6.9
226253_at	24.5	38.8	38.8
226254_s_at	373.5	378.6	378.6
226255_at	236.3	226.7	226.7
226256_at	1.6	1.5	1.5
226257_x_at	617.6	567.7	567.7
226258_at	7.3	17.5	17.5
226259_at	59.5	55.7	55.7
226260_x_at	40.5	93.3	93.3
226261_at	81.2	39.6	39.6
226262_at	384.7	441.4	441.4
226263_at	168.6	176.9	176.9
226264_at	116.3	109.0	109.0
226265_at	454.3	476.5	476.5
226266_at	3.6	2.1	2.1
226267_at	182.0	193.1	193.1
226268_at	143.0	97.1	97.1
226269_at	69.4	80.1	80.1
226270_at	92.6	122.7	122.7
226271_at	78.6	43.8	43.8
226272_at	292.0	211.0	211.0
226273_at	38.2	25.5	25.5
226274_at	48.6	52.3	52.3
226275_at	79.1	74.6	74.6
226276_at	769.5	695.8	695.8
226277_at	216.6	165.6	165.6
226278_at	74.6	94.2	94.2
226279_at	723.1	703.3	703.3
226280_at	100.7	94.3	94.3
226281_at	38.7	21.9	21.9
226282_at	655.4	659.2	659.2
226283_at	69.3	65.4	65.4
226284_at	137.8	122.0	122.0
226285_at	130.5	129.8	129.8
226286_at	34.6	34.9	34.9
226287_at	299.3	292.0	292.0
226288_s_at	268.9	292.7	292.7
226289_at	68.2	93.6	93.6
226290_at	171.5	139.0	139.0
226291_at	214.6	185.7	185.7
226292_at	32.7	37.9	37.9
226293_at	275.9	247.9	247.9
226294_x_at	542.9	448.2	448.2
226295_at	97.0	119.0	119.0
226296_s_at	2056.7	1832.2	1832.2
226297_at	832.9	809.9	809.9
226298_at	59.8	57.9	57.9
226299_at	199.2	175.8	175.8
226300_at	325.8	355.0	355.0
226301_at	40.6	41.3	41.3
226302_at	241.6	146.2	146.2
226303_at	11.9	17.5	17.5
226304_at	20.0	4.5	4.5
226305_at	35.4	27.5	27.5
226306_at	117.7	122.2	122.2
226307_at	111.4	203.2	203.2
226308_at	131.9	142.5	142.5
226309_at	128.2	80.4	80.4
226310_at	70.6	92.8	92.8
226311_at	42.9	63.6	63.6
226312_at	258.6	202.1	202.1
226313_at	130.5	96.1	96.1
226314_at	400.0	362.8	362.8
226315_at	134.2	92.5	92.5
226316_at	54.6	40.6	40.6
226317_at	79.5	66.5	66.5
226318_at	169.6	189.2	189.2
226319_s_at	782.0	794.2	794.2
226320_at	629.3	633.4	633.4
226321_at	50.5	64.9	64.9
226322_at	61.7	47.1	47.1
226323_at	63.3	89.5	89.5
226324_s_at	85.8	98.5	98.5
226325_at	46.5	50.1	50.1
226326_at	205.0	174.0	174.0
226327_at	108.0	126.9	126.9
226328_at	73.1	92.4	92.4
226329_s_at	221.2	176.5	176.5
226330_s_at	366.4	315.9	315.9
226331_at	328.7	359.6	359.6
226332_at	322.8	325.0	325.0
226333_at	14.0	13.9	13.9
226334_s_at	129.0	104.3	104.3
226335_at	284.8	251.9	251.9
226336_at	526.3	517.6	517.6
226337_at	84.6	71.3	71.3
226338_at	36.5	16.4	16.4
226339_at	344.2	304.7	304.7
226340_x_at	375.7	337.4	337.4
226341_at	38.0	30.0	30.0
226342_at	421.0	379.0	379.0
226343_at	138.5	109.2	109.2
226344_at	5.4	4.8	4.8
226345_at	500.9	419.3	419.3
226346_at	68.4	53.6	53.6
226347_at	280.5	524.6	524.6
226348_at	221.0	230.9	230.9
226349_at	101.9	119.9	119.9
226350_at	507.9	441.5	441.5
226351_at	101.4	154.3	154.3
226352_at	120.1	105.4	105.4
226353_at	520.9	522.2	522.2
226354_at	214.0	185.3	185.3
226355_at	208.3	182.3	182.3
226356_at	163.8	99.8	99.8
226357_at	298.3	196.1	196.1
226358_at	33.8	47.2	47.2
226359_at	6.1	43.2	43.2
226360_at	112.2	116.2	116.2
226361_at	120.7	140.2	140.2
226362_at	34.9	23.6	23.6
226363_at	32.5	38.7	38.7
226364_at	122.0	153.5	153.5
226365_at	18.7	14.1	14.1
226366_at	85.4	66.2	66.2
226367_at	25.9	45.4	45.4
226368_at	34.7	18.0	18.0
226369_at	113.1	87.5	87.5
226370_at	124.1	130.0	130.0
226371_at	270.8	260.0	260.0
226372_at	10.3	21.4	21.4
226373_at	86.0	80.1	80.1
226374_at	172.1	201.1	201.1
226375_at	141.3	123.3	123.3
226376_at	63.8	65.5	65.5
226377_at	283.0	398.1	398.1
226378_s_at	166.9	144.3	144.3
226379_s_at	92.4	67.6	67.6
226380_at	205.9	138.9	138.9
226381_at	74.1	89.9	89.9
226382_at	80.1	60.8	60.8
226383_at	58.4	94.2	94.2
226384_at	133.3	133.2	133.2
226385_s_at	760.6	782.8	782.8
226386_at	428.9	545.4	545.4
226387_at	128.8	124.5	124.5
226388_at	18.5	7.7	7.7
226389_s_at	170.4	225.5	225.5
226390_at	363.8	360.7	360.7
226391_at	122.7	92.2	92.2
226392_at	161.5	94.2	94.2
226393_at	108.4	90.2	90.2
226394_at	95.2	91.4	91.4
226395_at	128.5	98.8	98.8
226396_at	45.9	75.8	75.8
226397_s_at	20.7	6.5	6.5
226398_s_at	161.6	103.8	103.8
226399_at	151.9	147.9	147.9
226400_at	578.3	762.5	762.5
226401_at	76.3	99.6	99.6
226402_at	51.5	44.8	44.8
226403_at	11.1	7.2	7.2
226404_at	57.4	68.5	68.5
226405_s_at	160.8	207.8	207.8
226406_at	422.3	322.5	322.5
226407_at	12.9	16.1	16.1
226408_at	320.1	339.8	339.8
226409_at	396.2	358.0	358.0
226410_at	41.5	53.7	53.7
226411_at	83.0	110.9	110.9
226412_at	64.2	97.6	97.6
226413_at	85.4	72.9	72.9
226414_s_at	1421.0	1429.8	1429.8
226415_at	16.5	12.0	12.0
226416_at	255.8	243.6	243.6
226417_at	3.4	3.2	3.2
226418_at	15.0	20.1	20.1
226419_s_at	116.0	80.7	80.7
226420_at	4.4	1.3	1.3
226421_at	189.0	157.2	157.2
226422_at	243.0	188.9	188.9
226423_at	56.7	31.1	31.1
226424_at	8.6	4.7	4.7
226425_at	140.7	115.2	115.2
226426_at	583.8	526.4	526.4
226427_s_at	5.9	1.2	1.2
226428_at	786.3	652.1	652.1
226429_at	39.2	56.5	56.5
226430_at	543.2	464.8	464.8
226431_at	62.2	60.5	60.5
226432_at	22.9	28.9	28.9
226433_at	43.6	42.8	42.8
226434_at	207.3	223.9	223.9
226435_at	24.1	13.7	13.7
226436_at	6.9	17.1	17.1
226437_at	325.8	316.0	316.0
226438_at	98.2	75.8	75.8
226439_s_at	23.8	34.8	34.8
226440_at	179.5	169.5	169.5
226441_at	50.6	74.1	74.1
226442_at	23.4	9.4	9.4
226443_at	77.5	81.1	81.1
226444_at	27.2	19.5	19.5
226445_s_at	314.9	291.0	291.0
226446_at	58.7	66.6	66.6
226447_at	140.1	130.7	130.7
226448_at	29.6	31.7	31.7
226449_at	130.0	87.1	87.1
226450_at	55.2	53.1	53.1
226451_at	312.8	418.0	418.0
226452_at	326.4	248.8	248.8
226453_at	430.7	446.9	446.9
226454_at	76.3	85.0	85.0
226455_at	42.0	65.1	65.1
226456_at	294.4	271.5	271.5
226457_at	93.1	79.6	79.6
226458_at	98.4	96.7	96.7
226459_at	27.3	35.2	35.2
226460_at	148.2	181.1	181.1
226461_at	69.8	64.1	64.1
226462_at	36.5	47.0	47.0
226463_at	404.3	373.1	373.1
226464_at	160.8	194.8	194.8
226465_s_at	663.8	654.4	654.4
226466_s_at	366.1	316.5	316.5
226467_at	118.7	71.2	71.2
226468_at	163.6	123.8	123.8
226469_s_at	14.2	14.3	14.3
226470_at	58.9	53.1	53.1
226471_at	19.8	49.0	49.0
226472_at	142.0	147.1	147.1
226473_at	196.0	175.0	175.0
226474_at	86.4	60.0	60.0
226475_at	68.3	54.2	54.2
226476_s_at	36.7	64.5	64.5
226477_at	70.3	102.6	102.6
226478_at	58.0	47.6	47.6
226479_at	102.3	78.6	78.6
226480_at	135.3	117.0	117.0
226481_at	291.0	299.6	299.6
226482_s_at	436.7	408.9	408.9
226483_at	45.3	26.7	26.7
226484_at	62.6	61.5	61.5
226485_at	44.1	62.8	62.8
226486_at	92.1	89.0	89.0
226487_at	50.1	52.2	52.2
226488_at	263.0	304.3	304.3
226489_at	2.1	7.1	7.1
226490_at	39.3	27.9	27.9
226491_x_at	16.4	19.0	19.0
226492_at	12.8	17.9	17.9
226493_at	60.8	74.4	74.4
226494_at	26.9	26.2	26.2
226495_at	436.7	460.7	460.7
226496_at	150.5	82.0	82.0
226497_s_at	28.8	14.2	14.2
