X	control_1h	exposed_1h	exposed_1h
243537_at	5.3	15.6	15.6
243538_at	15.2	13.2	13.2
243539_at	74.0	44.2	44.2
243540_at	17.6	19.5	19.5
243541_at	8.9	7.9	7.9
243542_at	7.2	6.8	6.8
243543_at	4.3	9.0	9.0
243544_at	7.9	0.6	0.6
243545_at	16.1	3.1	3.1
243546_at	3.8	15.4	15.4
243547_at	14.1	5.5	5.5
243548_x_at	13.8	3.4	3.4
243549_at	13.5	2.3	2.3
243550_at	11.2	8.4	8.4
243551_at	18.8	6.0	6.0
243552_at	29.0	27.6	27.6
243553_x_at	28.7	6.5	6.5
243554_at	4.0	9.5	9.5
243555_at	5.3	1.1	1.1
243556_at	11.3	12.1	12.1
243557_at	17.8	11.5	11.5
243558_at	15.9	2.3	2.3
243559_at	7.3	0.6	0.6
243560_at	22.3	15.0	15.0
243561_at	2.9	5.4	5.4
243562_at	1.1	1.3	1.3
243563_at	0.6	0.7	0.7
243564_at	4.1	4.8	4.8
243565_at	30.1	21.2	21.2
243566_at	3.5	1.1	1.1
243567_at	6.3	2.8	2.8
243568_at	3.8	38.7	38.7
243569_at	39.1	31.7	31.7
243570_at	15.7	10.8	10.8
243571_at	14.8	1.8	1.8
243572_at	3.5	2.1	2.1
243573_at	29.6	6.1	6.1
243574_at	1.8	1.0	1.0
243575_at	2.8	3.3	3.3
243576_at	43.5	30.1	30.1
243577_at	6.7	5.5	5.5
243578_at	1.8	3.4	3.4
243579_at	75.1	58.3	58.3
243580_at	2.2	3.3	3.3
243581_at	5.6	1.6	1.6
243582_at	25.2	24.4	24.4
243583_at	36.2	8.2	8.2
243584_at	17.5	15.6	15.6
243585_at	9.6	1.0	1.0
243586_at	7.1	9.0	9.0
243587_x_at	5.1	7.0	7.0
243588_at	13.5	7.5	7.5
243589_at	4.2	14.4	14.4
243590_at	12.0	24.1	24.1
243591_at	50.3	24.2	24.2
243592_at	1.6	7.8	7.8
243593_s_at	12.6	16.0	16.0
243594_x_at	33.1	11.0	11.0
243595_at	31.3	10.0	10.0
243596_at	8.9	14.6	14.6
243597_at	27.3	7.4	7.4
243598_at	11.0	1.0	1.0
243599_at	12.7	1.1	1.1
243600_at	0.9	6.6	6.6
243601_at	4.0	1.8	1.8
243602_at	13.8	0.9	0.9
243603_at	26.4	24.5	24.5
243604_at	43.8	7.5	7.5
243605_at	0.4	0.5	0.5
243606_at	32.4	28.2	28.2
243607_at	14.9	5.4	5.4
243608_at	1.6	2.6	2.6
243609_at	4.8	1.5	1.5
243610_at	3.7	10.6	10.6
243611_at	3.3	21.6	21.6
243612_at	35.7	35.9	35.9
243613_at	30.3	40.5	40.5
243614_s_at	49.2	17.0	17.0
243615_at	34.2	25.9	25.9
243616_at	24.0	17.3	17.3
243617_at	1.9	0.9	0.9
243618_s_at	19.5	39.7	39.7
243619_at	12.3	6.0	6.0
243620_at	3.9	2.6	2.6
243621_at	21.9	5.4	5.4
243622_at	10.6	13.6	13.6
243623_at	37.4	11.7	11.7
243624_at	27.0	20.0	20.0
243625_at	11.9	7.2	7.2
243626_at	23.2	11.9	11.9
243627_at	2.6	1.3	1.3
243628_at	2.7	1.9	1.9
243629_x_at	65.5	35.5	35.5
243630_at	6.3	4.3	4.3
243631_at	21.7	16.5	16.5
243632_at	9.7	10.5	10.5
243633_at	8.2	2.7	2.7
243634_at	7.0	10.1	10.1
243635_at	18.1	12.9	12.9
243636_s_at	2.0	6.5	6.5
243637_at	2.3	1.0	1.0
243638_at	28.6	15.2	15.2
243639_at	5.1	4.9	4.9
243640_x_at	14.8	1.7	1.7
243641_at	17.5	15.9	15.9
243642_x_at	18.0	4.9	4.9
243643_x_at	97.5	88.7	88.7
243644_at	13.5	5.4	5.4
243645_at	30.7	16.9	16.9
243646_at	0.7	4.4	4.4
243647_at	4.1	3.1	3.1
243648_at	7.3	7.0	7.0
243649_at	16.4	20.3	20.3
243650_at	30.8	7.7	7.7
243651_at	7.5	8.5	8.5
243652_at	10.0	3.7	3.7
243653_at	6.7	2.6	2.6
243654_at	12.7	1.8	1.8
243655_x_at	14.5	10.7	10.7
243656_at	49.7	43.9	43.9
243657_at	4.1	3.2	3.2
243658_at	10.2	8.1	8.1
243659_at	36.8	21.2	21.2
243660_at	12.9	1.0	1.0
243661_at	27.8	23.8	23.8
243662_at	26.0	2.7	2.7
243663_at	10.5	15.1	15.1
243664_at	6.4	12.9	12.9
243665_s_at	9.1	0.4	0.4
243666_at	6.9	0.2	0.2
243667_at	8.9	7.4	7.4
243668_at	5.8	12.9	12.9
243669_s_at	13.8	3.8	3.8
243670_at	8.2	2.1	2.1
243671_at	19.9	21.8	21.8
243672_at	1.6	7.1	7.1
243673_at	24.9	19.6	19.6
243674_at	4.5	7.6	7.6
243675_at	21.7	6.1	6.1
243676_at	6.7	13.9	13.9
243677_at	2.5	1.5	1.5
243678_at	8.4	1.1	1.1
243679_at	3.2	3.3	3.3
243680_at	3.5	0.9	0.9
243681_at	9.6	7.0	7.0
243682_at	21.2	22.2	22.2
243683_at	1.7	20.4	20.4
243684_at	17.7	6.6	6.6
243685_at	2.2	2.3	2.3
243686_at	3.5	11.1	11.1
243687_at	13.6	10.5	10.5
243688_at	23.1	4.3	4.3
243689_s_at	17.2	13.5	13.5
243690_at	60.0	63.0	63.0
243691_at	8.4	4.3	4.3
243692_at	12.0	17.6	17.6
243693_at	2.7	0.9	0.9
243694_at	3.6	0.9	0.9
243695_at	15.0	28.1	28.1
243696_at	11.4	8.1	8.1
243697_at	3.5	1.1	1.1
243698_at	8.0	7.3	7.3
243699_at	6.1	7.4	7.4
243700_x_at	2.6	0.7	0.7
243701_at	1.3	7.7	7.7
243702_at	29.3	28.7	28.7
243703_x_at	11.3	2.3	2.3
243704_at	11.1	1.4	1.4
243705_at	4.1	4.4	4.4
243706_at	24.9	4.4	4.4
243707_at	33.8	30.5	30.5
243708_at	6.5	9.2	9.2
243709_at	3.6	5.6	5.6
243710_at	42.1	31.3	31.3
243711_at	85.0	102.4	102.4
243712_at	7.0	17.2	17.2
243713_at	13.3	4.9	4.9
243714_at	18.2	8.8	8.8
243715_at	8.6	2.4	2.4
243716_at	12.5	10.4	10.4
243717_at	5.5	14.0	14.0
243718_at	6.6	20.9	20.9
243719_at	19.7	4.6	4.6
243720_at	20.1	21.4	21.4
243721_at	2.7	1.4	1.4
243722_at	26.4	11.8	11.8
243723_at	7.9	7.4	7.4
243724_at	33.3	19.3	19.3
243725_at	19.4	7.4	7.4
243726_at	5.0	2.0	2.0
243727_at	10.8	10.1	10.1
243728_at	1.3	1.5	1.5
243729_at	9.5	2.5	2.5
243730_at	46.9	28.0	28.0
243731_at	7.5	2.0	2.0
243732_at	15.3	1.2	1.2
243733_at	3.5	2.6	2.6
243734_x_at	8.9	2.9	2.9
243735_at	25.1	8.4	8.4
243736_at	5.2	16.9	16.9
243737_at	22.6	0.9	0.9
243738_at	19.7	12.2	12.2
243739_at	6.8	1.6	1.6
243740_at	35.4	19.4	19.4
243741_at	34.1	12.6	12.6
243742_at	3.2	12.8	12.8
243743_at	3.5	2.9	2.9
243744_at	9.0	2.8	2.8
243745_at	12.5	9.9	9.9
243746_at	27.7	31.6	31.6
243747_at	50.1	13.8	13.8
243748_at	2.1	6.2	6.2
243749_s_at	4.5	2.9	2.9
243750_x_at	158.0	182.7	182.7
243751_at	16.6	11.7	11.7
243752_s_at	1.9	32.4	32.4
243753_at	9.9	8.3	8.3
243754_at	5.6	5.2	5.2
243755_at	17.1	1.1	1.1
243756_at	21.5	1.4	1.4
243757_at	5.3	3.0	3.0
243758_at	2.1	3.1	3.1
243759_at	16.0	32.8	32.8
243760_at	37.2	32.5	32.5
243761_at	13.3	1.6	1.6
243762_at	13.6	18.4	18.4
243763_x_at	2.8	5.6	5.6
243764_at	12.6	4.2	4.2
243765_at	1.6	0.4	0.4
243766_s_at	8.4	45.2	45.2
243767_at	6.3	2.3	2.3
243768_at	18.2	23.8	23.8
243769_at	3.9	2.2	2.2
243770_at	34.5	6.4	6.4
243771_at	0.8	1.0	1.0
243772_at	26.5	35.7	35.7
243773_at	21.4	22.8	22.8
243774_at	2.4	9.8	9.8
243775_at	8.9	0.6	0.6
243776_at	22.0	8.6	8.6
243777_at	11.7	35.0	35.0
243778_at	1.5	6.7	6.7
243779_at	10.0	2.3	2.3
243780_at	31.9	13.1	13.1
243781_at	6.2	11.3	11.3
243782_at	7.3	8.5	8.5
243783_at	1.6	13.8	13.8
243784_s_at	19.0	6.1	6.1
243785_at	19.7	9.0	9.0
243786_at	12.5	16.3	16.3
243787_at	3.0	2.9	2.9
243788_at	1.4	0.6	0.6
243789_at	8.7	4.0	4.0
243790_at	41.7	48.6	48.6
243791_at	3.4	0.6	0.6
243792_x_at	27.0	1.7	1.7
243793_at	9.8	4.4	4.4
243794_at	16.7	4.9	4.9
243795_s_at	4.2	2.5	2.5
243796_at	27.2	20.5	20.5
243797_at	21.3	9.8	9.8
243798_at	5.7	7.8	7.8
243799_x_at	5.9	8.8	8.8
243800_at	8.6	1.0	1.0
243801_x_at	35.3	29.3	29.3
243802_at	34.8	19.6	19.6
243803_at	3.2	1.9	1.9
243804_at	20.9	7.7	7.7
243805_at	57.0	42.3	42.3
243806_at	7.8	2.1	2.1
243807_at	24.6	15.6	15.6
243808_at	22.3	12.7	12.7
243809_at	3.4	4.3	4.3
243810_at	3.5	1.7	1.7
243811_at	2.1	1.3	1.3
243812_at	2.7	3.4	3.4
243813_at	1.0	5.3	5.3
243814_at	5.8	4.1	4.1
243815_at	43.4	21.5	21.5
243816_at	82.5	86.9	86.9
243817_at	19.2	18.5	18.5
243818_at	116.6	98.5	98.5
243819_at	9.1	11.8	11.8
243820_at	3.0	6.6	6.6
243821_at	21.9	10.1	10.1
243822_at	8.5	1.1	1.1
243823_at	3.1	2.2	2.2
243824_at	4.1	1.0	1.0
243825_at	7.7	4.6	4.6
243826_at	2.4	1.2	1.2
243827_at	20.7	15.9	15.9
243828_at	14.3	8.5	8.5
243829_at	24.6	15.2	15.2
243830_at	5.6	9.3	9.3
243831_at	2.4	4.7	4.7
243832_at	2.8	4.6	4.6
243833_at	32.5	1.9	1.9
243834_at	23.4	22.9	22.9
243835_at	19.3	10.5	10.5
243836_at	2.0	5.9	5.9
243837_x_at	16.9	2.3	2.3
243838_at	1.5	6.3	6.3
243839_s_at	5.6	1.3	1.3
243840_at	169.2	178.9	178.9
243841_at	7.2	15.2	15.2
243842_at	68.8	20.7	20.7
243843_at	3.0	14.5	14.5
243844_at	7.9	3.5	3.5
243845_at	19.9	9.1	9.1
243846_x_at	14.5	10.2	10.2
243847_at	14.4	8.6	8.6
243848_at	23.6	5.9	5.9
243849_at	5.6	9.3	9.3
243850_at	14.2	2.0	2.0
243851_at	11.5	5.5	5.5
243852_at	111.4	92.0	92.0
243853_at	7.2	9.5	9.5
243854_at	15.8	3.8	3.8
243855_at	9.9	0.7	0.7
243856_at	2.3	1.2	1.2
243857_at	21.0	13.2	13.2
243858_at	7.8	0.2	0.2
243859_at	19.3	16.7	16.7
243860_at	7.9	2.3	2.3
243861_at	12.3	10.5	10.5
243862_at	17.7	0.7	0.7
243863_at	7.3	1.2	1.2
243864_at	48.6	36.9	36.9
243865_x_at	1.9	1.4	1.4
243866_x_at	9.6	1.4	1.4
243867_at	3.7	5.2	5.2
243868_at	4.1	2.2	2.2
243869_at	4.7	1.3	1.3
243870_at	2.8	2.0	2.0
243871_at	1.6	0.8	0.8
243872_at	2.7	8.0	8.0
243873_at	3.7	1.1	1.1
243874_at	13.5	13.5	13.5
243875_at	1.5	5.7	5.7
243876_at	5.7	1.6	1.6
243877_at	5.1	12.1	12.1
243878_at	10.7	0.4	0.4
243879_at	25.8	7.5	7.5
243880_at	2.6	12.2	12.2
243881_at	8.8	15.4	15.4
243882_at	2.0	2.9	2.9
243883_at	11.8	2.2	2.2
243884_at	8.7	0.4	0.4
243885_x_at	2.4	3.8	3.8
243886_at	4.1	2.2	2.2
243887_at	26.1	11.7	11.7
243888_at	3.2	12.3	12.3
243889_at	5.6	11.4	11.4
243890_at	4.7	2.3	2.3
243891_at	4.9	2.3	2.3
243892_at	5.4	1.1	1.1
243893_at	46.7	20.7	20.7
243894_at	22.3	21.9	21.9
243895_x_at	21.2	26.3	26.3
243896_at	10.2	0.7	0.7
243897_at	3.7	1.3	1.3
243898_at	2.3	0.9	0.9
243899_at	31.9	7.5	7.5
243900_at	4.2	1.7	1.7
243901_at	3.9	3.0	3.0
243902_at	25.3	5.8	5.8
243903_at	5.2	1.9	1.9
243904_at	27.2	21.4	21.4
243905_at	30.0	2.0	2.0
243906_at	23.5	15.7	15.7
243907_at	114.0	83.1	83.1
243908_at	0.9	8.4	8.4
243909_x_at	32.9	55.0	55.0
243910_x_at	70.0	90.3	90.3
243911_at	11.1	16.0	16.0
243912_x_at	18.7	4.0	4.0
243913_at	25.8	11.6	11.6
243914_at	14.2	2.5	2.5
243915_at	15.9	1.7	1.7
243916_x_at	149.7	114.7	114.7
243917_at	2.9	2.4	2.4
243918_at	15.2	5.4	5.4
243919_at	30.8	6.6	6.6
243920_x_at	0.9	0.5	0.5
243921_at	21.6	10.1	10.1
243922_at	3.5	12.8	12.8
243923_at	22.4	2.0	2.0
243924_at	28.0	35.7	35.7
243925_at	1.0	12.9	12.9
243926_at	18.1	3.4	3.4
243927_x_at	48.8	21.1	21.1
243928_s_at	9.9	4.6	4.6
243929_at	3.3	4.8	4.8
243930_x_at	9.5	0.4	0.4
243931_at	129.8	166.3	166.3
243932_at	10.1	6.4	6.4
243933_at	23.5	42.4	42.4
243934_at	15.7	4.2	4.2
243935_at	14.7	3.8	3.8
243936_x_at	7.9	6.7	6.7
243937_x_at	21.3	28.3	28.3
243938_x_at	16.1	3.4	3.4
243939_at	3.6	1.4	1.4
243940_at	11.8	2.0	2.0
243941_at	3.6	11.8	11.8
243942_at	2.8	3.9	3.9
243943_x_at	6.9	3.2	3.2
243944_at	31.4	12.2	12.2
243945_at	1.7	3.8	3.8
243946_at	32.9	10.2	10.2
243947_s_at	48.0	18.3	18.3
243948_at	30.1	30.9	30.9
243949_at	3.5	0.5	0.5
243950_at	5.2	3.4	3.4
243951_at	11.2	2.5	2.5
243952_at	17.4	1.8	1.8
243953_at	7.6	18.0	18.0
243954_at	4.6	0.8	0.8
243955_at	10.2	5.5	5.5
243956_at	3.2	2.3	2.3
243957_at	19.0	21.7	21.7
243958_at	1.1	4.5	4.5
243959_at	4.9	3.2	3.2
243960_x_at	2.1	9.8	9.8
243961_at	12.5	19.0	19.0
243962_at	3.7	17.8	17.8
243963_at	1.2	7.5	7.5
243964_at	6.5	6.4	6.4
243965_at	3.0	2.3	2.3
243966_at	62.0	22.9	22.9
243967_at	1.4	1.1	1.1
243968_x_at	3.5	6.0	6.0
243969_at	12.8	4.8	4.8
243970_at	1.0	1.2	1.2
243971_x_at	7.5	3.3	3.3
243972_at	7.7	8.4	8.4
243973_at	18.3	25.1	25.1
243974_at	19.7	16.4	16.4
243975_at	2.1	9.4	9.4
243976_at	15.3	31.4	31.4
243977_at	16.9	6.5	6.5
243978_at	2.5	1.1	1.1
243979_at	4.2	0.4	0.4
243980_at	10.1	2.4	2.4
243981_at	4.2	15.3	15.3
243982_at	19.8	24.1	24.1
243983_at	44.2	22.0	22.0
243984_at	3.6	0.3	0.3
243985_at	25.6	15.8	15.8
243986_at	5.1	0.8	0.8
243987_at	7.6	3.9	3.9
243988_at	25.3	14.2	14.2
243989_at	21.4	14.3	14.3
243990_at	4.0	0.5	0.5
243991_at	16.0	0.4	0.4
243992_at	6.0	12.8	12.8
243993_at	16.2	16.2	16.2
243994_at	6.9	2.8	2.8
243995_at	20.8	19.8	19.8
243996_at	21.4	3.2	3.2
243997_x_at	1.1	0.2	0.2
243998_at	9.9	2.0	2.0
243999_at	13.0	8.7	8.7
244000_at	28.0	15.2	15.2
244001_at	2.4	13.2	13.2
244002_at	3.2	2.1	2.1
244003_at	27.2	10.3	10.3
244004_at	1.2	3.9	3.9
244005_at	5.0	11.1	11.1
244006_at	14.3	0.4	0.4
244007_at	47.7	52.2	52.2
244008_at	3.6	2.8	2.8
244009_at	1.6	1.1	1.1
244010_at	1.6	11.1	11.1
244011_at	27.8	1.3	1.3
244012_x_at	9.9	5.1	5.1
244013_at	3.6	15.8	15.8
244014_x_at	16.3	7.8	7.8
244015_at	3.7	6.9	6.9
244016_at	2.6	8.6	8.6
244017_at	3.0	1.6	1.6
244018_at	29.9	19.5	19.5
244019_at	8.2	3.5	3.5
244020_at	27.1	24.3	24.3
244021_at	20.8	1.3	1.3
244022_at	17.6	12.5	12.5
244023_at	23.7	15.3	15.3
244024_at	12.0	19.2	19.2
244025_at	23.8	25.3	25.3
244026_at	0.5	5.7	5.7
244027_at	8.0	1.0	1.0
244028_at	37.1	9.1	9.1
244029_at	15.1	11.6	11.6
244030_at	80.8	104.4	104.4
244031_at	1.0	0.9	0.9
244032_at	34.5	37.2	37.2
244033_at	91.5	100.5	100.5
244034_at	16.7	10.4	10.4
244035_at	3.3	6.5	6.5
244036_at	19.2	2.1	2.1
244037_at	27.1	25.2	25.2
244038_at	30.4	42.5	42.5
244039_x_at	2.2	1.7	1.7
244040_at	4.7	2.8	2.8
244041_at	6.1	1.9	1.9
244042_x_at	2.3	6.3	6.3
244043_at	10.3	20.8	20.8
244044_at	20.9	13.5	13.5
244045_at	1.6	0.8	0.8
244046_at	24.7	26.0	26.0
244047_at	10.1	8.1	8.1
244048_x_at	0.8	5.2	5.2
244049_at	34.5	17.5	17.5
244050_at	25.8	12.3	12.3
244051_at	7.0	4.4	4.4
244052_at	58.8	21.0	21.0
244053_at	14.4	1.2	1.2
244054_at	22.2	22.3	22.3
244055_at	32.8	7.5	7.5
244056_at	14.3	4.4	4.4
244057_s_at	7.0	2.7	2.7
244058_at	3.0	0.7	0.7
244059_at	5.3	13.0	13.0
244060_at	1.5	1.4	1.4
244061_at	3.0	1.5	1.5
244062_at	29.9	26.5	26.5
244063_at	19.2	7.5	7.5
244064_at	4.0	3.2	3.2
244065_at	11.4	8.0	8.0
244066_at	3.6	1.8	1.8
244067_x_at	5.5	2.1	2.1
244068_at	38.1	18.2	18.2
244069_at	16.1	2.7	2.7
244070_at	1.7	1.8	1.8
244071_at	56.3	24.6	24.6
244072_at	5.8	11.1	11.1
244073_at	4.1	2.6	2.6
244074_at	14.3	13.9	13.9
244075_at	24.9	13.9	13.9
244076_at	15.6	13.0	13.0
244077_at	3.7	2.9	2.9
244078_at	40.8	27.0	27.0
244079_at	19.8	2.6	2.6
244080_at	19.8	7.8	7.8
244081_at	13.5	10.6	10.6
244082_at	19.8	19.1	19.1
244083_at	3.0	0.8	0.8
244084_at	15.0	3.7	3.7
244085_at	3.1	3.9	3.9
244086_at	15.1	9.2	9.2
244087_at	6.3	3.8	3.8
244088_at	6.5	3.2	3.2
244089_at	6.7	0.9	0.9
244090_at	3.1	2.8	2.8
244091_at	21.7	0.5	0.5
244092_at	29.6	11.2	11.2
244093_at	7.7	4.6	4.6
244094_at	1.4	5.9	5.9
244095_at	22.2	10.1	10.1
244096_at	3.6	4.8	4.8
244097_at	5.4	1.2	1.2
244098_at	12.3	7.3	7.3
244099_at	7.2	8.2	8.2
244100_at	23.7	11.8	11.8
244101_at	20.1	8.4	8.4
244102_at	4.3	1.6	1.6
244103_at	427.7	287.8	287.8
244104_at	20.0	2.2	2.2
244105_at	1.8	9.6	9.6
244106_at	13.8	4.0	4.0
244107_at	2.4	10.5	10.5
244108_at	23.9	18.6	18.6
244109_at	4.2	1.1	1.1
244110_at	30.9	36.4	36.4
244111_at	11.3	4.1	4.1
244112_x_at	21.2	6.4	6.4
244113_at	5.2	1.5	1.5
244114_x_at	14.5	0.8	0.8
244115_at	14.2	14.0	14.0
244116_at	2.4	0.8	0.8
244117_at	17.8	3.3	3.3
244118_at	1.4	1.2	1.2
244119_at	18.0	0.2	0.2
244120_at	9.2	3.1	3.1
244121_at	0.9	1.0	1.0
244122_at	30.8	6.1	6.1
244123_at	11.1	4.5	4.5
244124_at	10.9	8.0	8.0
244125_at	10.5	0.2	0.2
244126_at	6.5	12.7	12.7
244127_at	4.4	4.0	4.0
244128_x_at	16.8	2.4	2.4
244129_at	50.2	24.2	24.2
244130_at	22.0	1.1	1.1
244131_at	13.2	9.6	9.6
244132_x_at	28.2	20.5	20.5
244133_at	22.8	25.4	25.4
244134_at	1.6	3.8	3.8
244135_at	10.2	7.8	7.8
244136_at	29.1	2.3	2.3
244137_at	3.6	11.7	11.7
244138_at	29.0	0.8	0.8
244139_s_at	17.4	14.8	14.8
244140_at	25.0	16.0	16.0
244141_at	2.2	0.9	0.9
244142_at	8.3	7.1	7.1
244143_at	9.7	9.2	9.2
244144_at	6.0	2.6	2.6
244145_at	21.3	25.3	25.3
244146_at	0.7	8.8	8.8
244147_at	2.3	7.3	7.3
244148_at	11.8	0.3	0.3
244149_at	145.4	152.2	152.2
244150_at	20.5	24.1	24.1
244151_at	14.3	3.1	3.1
244152_at	25.0	5.3	5.3
244153_at	32.4	32.6	32.6
244154_at	2.7	2.8	2.8
244155_x_at	3.2	1.2	1.2
244156_at	2.6	2.6	2.6
244157_x_at	33.7	24.5	24.5
244158_at	17.0	6.4	6.4
244159_at	13.3	2.2	2.2
244160_at	3.2	1.8	1.8
244161_at	3.6	4.8	4.8
244162_at	11.3	6.6	6.6
244163_at	1.5	9.3	9.3
244164_at	33.9	30.7	30.7
244165_at	43.4	54.3	54.3
244166_at	27.7	30.9	30.9
244167_at	6.5	2.1	2.1
244168_s_at	7.2	1.8	1.8
244169_x_at	4.4	0.3	0.3
244170_at	12.2	1.4	1.4
244171_at	1.8	16.6	16.6
244172_at	11.5	13.2	13.2
244173_at	6.0	7.0	7.0
244174_at	13.1	15.0	15.0
244175_at	4.9	22.8	22.8
244176_at	3.6	20.6	20.6
244177_at	46.5	22.4	22.4
244178_at	2.4	7.8	7.8
244179_x_at	19.1	21.4	21.4
244180_at	2.4	6.4	6.4
244181_at	4.5	0.7	0.7
244182_at	19.0	15.9	15.9
244183_x_at	0.9	2.7	2.7
244184_at	4.3	1.2	1.2
244185_at	48.8	56.8	56.8
244186_at	31.5	8.4	8.4
244187_at	38.9	46.8	46.8
244188_at	38.1	9.8	9.8
244189_at	41.5	61.4	61.4
244190_at	5.1	4.3	4.3
244191_at	6.2	2.7	2.7
244192_x_at	9.3	22.3	22.3
244193_at	69.9	43.1	43.1
244194_at	15.9	2.4	2.4
244195_at	0.4	0.3	0.3
244196_at	11.8	51.6	51.6
244197_x_at	103.8	76.2	76.2
244198_at	29.1	20.5	20.5
244199_at	6.4	1.9	1.9
244200_at	14.3	13.5	13.5
244201_at	14.0	17.8	17.8
244202_at	46.5	24.6	24.6
244203_at	12.0	1.2	1.2
244204_at	3.4	6.0	6.0
244205_at	18.9	1.6	1.6
244206_at	1.4	1.9	1.9
244207_at	35.8	16.9	16.9
244208_at	3.0	3.4	3.4
244209_at	3.2	1.1	1.1
244210_at	6.4	2.0	2.0
244211_at	1.2	5.3	5.3
244212_at	10.7	7.3	7.3
244213_at	2.6	6.2	6.2
244214_at	59.7	37.2	37.2
244215_at	44.2	17.1	17.1
244216_at	3.3	1.5	1.5
244217_at	7.4	2.7	2.7
244218_at	15.4	1.7	1.7
244219_at	20.8	28.9	28.9
244220_at	37.5	30.3	30.3
244221_at	7.4	3.7	3.7
244222_at	5.2	3.4	3.4
244223_at	1.8	0.6	0.6
244224_x_at	3.8	13.5	13.5
244225_x_at	38.0	0.7	0.7
244226_s_at	2.3	1.8	1.8
244227_at	26.7	23.2	23.2
244228_at	8.7	12.8	12.8
244229_at	4.2	2.3	2.3
244230_at	0.4	3.4	3.4
244231_at	26.9	16.9	16.9
244232_at	1.5	0.9	0.9
244233_at	34.3	13.1	13.1
244234_at	18.2	10.8	10.8
244235_at	21.1	4.8	4.8
244236_at	6.8	7.8	7.8
244237_at	41.7	9.9	9.9
244238_at	11.7	8.1	8.1
244239_at	10.9	6.9	6.9
244240_at	2.9	0.6	0.6
244241_x_at	5.4	5.7	5.7
244242_at	34.4	7.2	7.2
244243_at	44.7	15.1	15.1
244244_at	25.0	8.9	8.9
244245_at	15.6	2.3	2.3
244246_at	58.1	24.0	24.0
244247_at	3.8	7.2	7.2
244248_at	15.9	15.5	15.5
244249_at	18.7	12.7	12.7
244250_at	20.4	16.6	16.6
244251_at	7.8	3.5	3.5
244252_at	24.1	2.2	2.2
244253_at	3.8	7.0	7.0
244254_at	17.6	17.7	17.7
244255_at	5.7	10.8	10.8
244256_at	5.6	0.7	0.7
244257_at	3.1	5.3	5.3
244258_at	10.3	8.7	8.7
244259_s_at	12.4	4.3	4.3
244260_at	1.3	5.7	5.7
244261_at	29.5	32.2	32.2
244262_x_at	4.4	3.3	3.3
244263_at	2.1	2.8	2.8
244264_at	24.0	22.1	22.1
244265_at	2.9	0.8	0.8
244266_at	3.4	0.9	0.9
244267_at	1.3	2.9	2.9
244268_x_at	76.6	104.3	104.3
244269_at	16.5	17.1	17.1
244270_at	2.4	10.7	10.7
244271_at	20.8	34.9	34.9
244272_s_at	3.5	0.6	0.6
244273_at	3.4	2.5	2.5
244274_at	3.8	9.6	9.6
244275_at	8.1	7.6	7.6
244276_at	30.0	20.7	20.7
244277_at	2.5	0.4	0.4
244278_at	5.5	1.3	1.3
244279_at	12.4	14.4	14.4
244280_at	3.5	2.6	2.6
244281_at	3.4	15.9	15.9
244282_at	16.9	15.9	15.9
244283_x_at	9.8	4.1	4.1
244284_at	60.9	33.8	33.8
244285_at	12.8	18.8	18.8
244286_at	17.8	4.0	4.0
244287_at	31.6	33.7	33.7
244288_s_at	3.9	6.5	6.5
244289_at	6.5	1.5	1.5
244290_at	3.5	9.2	9.2
244291_x_at	5.5	6.4	6.4
244292_at	7.3	2.0	2.0
244293_at	1.9	6.4	6.4
244294_at	3.2	14.4	14.4
244295_at	4.9	7.1	7.1
244296_at	22.8	13.5	13.5
244297_at	18.1	13.7	13.7
244298_at	1.1	6.1	6.1
244299_at	4.0	1.7	1.7
244300_at	1.0	7.9	7.9
244301_at	1.6	1.3	1.3
244302_at	9.8	10.4	10.4
244303_at	5.1	5.5	5.5
244304_at	11.0	27.2	27.2
244305_at	4.4	1.8	1.8
244306_at	3.0	4.2	4.2
244307_s_at	32.4	14.8	14.8
244308_at	14.1	5.9	5.9
244309_at	3.1	2.9	2.9
244310_at	8.8	14.1	14.1
244311_at	3.8	3.1	3.1
244312_at	10.0	5.8	5.8
244313_at	0.5	6.4	6.4
244314_at	12.1	0.3	0.3
244315_at	0.6	5.3	5.3
244316_at	3.6	1.9	1.9
244317_at	40.8	17.6	17.6
244318_at	2.4	1.1	1.1
244319_at	4.9	3.5	3.5
244320_at	21.2	21.1	21.1
244321_at	31.4	17.2	17.2
244322_at	41.6	8.1	8.1
244323_at	6.0	2.3	2.3
244324_at	70.3	72.8	72.8
244325_at	2.7	0.3	0.3
244326_at	6.3	2.6	2.6
244327_at	9.6	1.0	1.0
244328_x_at	15.8	3.0	3.0
244329_at	6.5	7.9	7.9
244330_at	6.2	1.0	1.0
244331_at	8.6	1.4	1.4
244332_at	5.9	15.6	15.6
244333_at	11.9	5.3	5.3
244334_at	5.0	15.5	15.5
244335_at	15.0	1.1	1.1
244336_at	4.0	7.3	7.3
244337_at	1.6	0.8	0.8
244338_at	5.3	6.1	6.1
244339_at	33.8	13.4	13.4
244340_x_at	4.6	18.0	18.0
244341_at	14.3	10.4	10.4
244342_at	12.3	2.2	2.2
244343_at	9.2	17.9	17.9
244344_at	5.6	17.8	17.8
244345_at	1.3	0.6	0.6
244346_at	1.2	1.6	1.6
244347_at	24.0	15.2	15.2
244348_at	10.9	8.8	8.8
